sampno,perno,traveldayno,placeno,locno,arrtime,deptime,travtime,actdur,distance,mode,mode_o,vehno,cravl,fare,payf,payf_o,paypk,pkamt,pkbas,pkbas_o,prkty,prkty_o,rand_a,tpurp,tpurp_o,tpurp2,tpurp2_o,tpurp_check,trip_appt,trip_appt_why,trip_appt_why_1,trip_appt_why_2,trip_appt_why_3,trip_appt_why_4,trip_appt_why_5,trip_appt_why_6,trip_appt_why_se,trip_appt_why_rf,trip_appt_why_dk,trip_appt_why_o,trip_appt_why2,trip_appt_why2_1,trip_appt_why2_2,trip_appt_why2_3,trip_appt_why2_4,trip_appt_why2_5,trip_appt_why2_se,trip_appt_why2_rf,trip_appt_why2_dk,trip_appt_why2_o,perno_1,perno_2,perno_3,perno_4,perno_5,perno_6,perno_7,perno_8,perno_9,perno_10,perno_11,perno_12,companions,hhcount,nonhhcount,hhparty,party,transfer_count,qc_day,qc_transit,plaza_total,tollways_paid,tollway_1,tollway_2,tollway_3,tollway_4,tollway_5,tollway_6,plazas_paid,plaza_1,plaza_2,plaza_3,plaza_4,plaza_5,plaza_6,plaza_total_ipass,plaza_1_ipass,plaza_2_ipass,plaza_3_ipass,plaza_4_ipass,plaza_5_ipass,plaza_6_ipass,plaza_total_cash,plaza_1_cash,plaza_2_cash,plaza_3_cash,plaza_4_cash,plaza_5_cash,plaza_6_cash,placeGroup,transitPlaceno,hdist,Loop_Trip_definition,time_distance_flag
70006593,4,1,4,10000,2018-09-13 17:00:00,2018-09-13 19:40:00,5,160,0.328,101,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-9,0.309,0,0
70006593,4,1,5,1000002,2018-09-13 19:45:00,2018-09-13 21:05:00,5,80,0.734,203,-1,1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,4,24,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-9,0.352,0,0
70006593,4,1,6,10000,2018-09-13 21:10:00,2018-09-14 03:00:00,5,350,0.412,203,-1,1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-9,0.352,0,0
70046767,1,1,1,10000,2019-03-01 03:00:00,2019-03-01 06:45:00,0,225,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,-1.0,0,0
70046767,1,1,2,10002,2019-03-01 07:22:48,2019-03-01 15:47:38,38,505,15.198,202,-1,1,-1,-1.0,-1,-1,2,-1,-1,-1,1,-1,3,3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-9,13.053,0,0
70046767,1,1,3,10000,2019-03-01 16:20:31,2019-03-01 16:58:15,33,37,15.191,202,-1,1,-1,-1.0,-1,-1,2,-1,-1,-1,4,-1,1,1,-1,0,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-9,13.053,0,0
70046767,1,1,4,2000006,2019-03-01 17:05:52,2019-03-01 17:57:14,8,51,2.896,202,-1,1,-1,-1.0,-1,-1,2,-1,-1,-1,1,-1,5,17,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-9,1.993,0,0
70046767,1,1,5,2000007,2019-03-01 18:07:05,2019-03-01 18:14:51,10,8,1.623,202,-1,1,-1,-1.0,-1,-1,2,-1,-1,-1,1,-1,2,11,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-9,1.085,0,0
70046767,1,1,6,10000,2019-03-01 18:30:00,2019-03-02 03:00:00,15,510,1.427,202,-1,1,-1,-1.0,-1,-1,2,-1,-1,-1,4,-1,1,1,-1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-9,1.114,0,0
70046767,2,1,1,10000,2019-03-01 03:00:00,2019-03-01 08:45:00,0,345,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-9,-1.0,0,0
70046767,2,1,2,2000008,2019-03-01 09:00:00,2019-03-01 15:00:00,15,360,3.842,203,-1,97,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,5,6,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-9,2.026,0,0
70046767,2,1,3,10000,2019-03-01 15:15:00,2019-03-01 16:50:00,15,95,3.844,203,-1,97,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-9,2.026,0,0
70046767,2,1,4,2000006,2019-03-01 17:00:00,2019-03-01 17:57:00,10,57,2.896,203,-1,1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,4,17,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-9,1.993,0,0
70046767,2,1,5,2000007,2019-03-01 18:07:00,2019-03-01 18:14:00,10,7,1.623,203,-1,1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,5,11,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-9,1.085,0,0
70046767,2,1,6,10000,2019-03-01 18:30:00,2019-03-02 03:00:00,16,510,1.427,203,-1,1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,5,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,2,2,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-9,1.114,0,0
