zone,lat,lon
1111053000,37.57410799731425,126.97014378265685
1111054000,37.58801309299448,126.98111383958447
1111055000,37.5966984887777,126.96255681892683
1111056000,37.61396447030706,126.96927452883182
1111057000,37.57774074024754,126.95898909574463
1111058000,37.57105293471415,126.96416107529663
1111060000,37.58267630815034,126.98661820598399
1111061500,37.5750763949841,126.98973313844586
1111063000,37.573016013557634,127.00424100567486
1111064000,37.57969001974848,127.00306921992514
1111067000,37.57226262742112,127.01401911061572
1111068000,37.57575475720184,127.01025167480499
1111069000,37.578819150776376,127.01320882449694
1111070000,37.577225108705726,127.01686121888287
1111071000,37.57430672659922,127.02063760977828
1111051500,37.58465796611071,126.97041759776108
1111065000,37.58747148246809,126.99768919765576
1114052000,37.56429680342511,126.97435867432624
1114054000,37.55696819328456,126.97670859247232
1114055000,37.56372795990188,126.98435552067392
1114057000,37.55680275898778,126.99384818492472
1114058000,37.55560978643831,127.00227941291767
1114059000,37.56520439844272,127.00362520932866
1114060500,37.566640493964485,126.99649128993822
1114065000,37.56358117187376,127.02201624310663
1114067000,37.568419093848995,127.02079795285513
1114068000,37.55731791587925,126.96596134179875
1114061500,37.56574746185553,127.01377472868643
1114062500,37.55470252755113,127.00826290184565
1114063500,37.549837209204505,127.01023968849795
1114064500,37.556855440581614,127.01498958028424
1114066500,37.560594125653424,127.01867106874181
1117051000,37.549937722601015,126.98058870975194
1117052000,37.54023842818096,126.98353207272339
1117053000,37.545106672923154,126.97350591906559
1117057000,37.53310440022447,126.95139315543364
1117058000,37.543051174694085,126.96130886240323
1117059000,37.53814691560105,126.95858433781375
1117063000,37.51727720028237,126.97095941577153
1117064000,37.52333104493146,126.95393950704191
1117065000,37.53339453950471,126.99324930104817
1117066000,37.54166022185249,126.99213405158285
1117069000,37.52246954056653,126.98837663667291
1117070000,37.52587087228776,127.00126266506439
1117055500,37.54785709256662,126.96716659592825
1117056000,37.537470471041374,126.96656014465985
1117062500,37.52918452384466,126.96785507368885
1117068500,37.53710137440986,127.00580137399095
1120052000,37.56149777416991,127.02769030653427
1120054000,37.567636687256716,127.04049023667305
1120055000,37.558014931141976,127.04543471455698
1120056000,37.559019723916194,127.03605665054518
1120057000,37.556675756510046,127.02950344943332
1120058000,37.55098880160614,127.03398213690222
1120059000,37.55366873948114,127.02505577638797
1120062000,37.5445948352588,127.02460012524303
1120065000,37.54042032406548,127.04104441008319
1120066000,37.54907380004822,127.04395204481477
1120067000,37.536655204352606,127.05528137043592
1120069000,37.54554234491596,127.0581428931261
1120072000,37.552333088023495,127.06569755961732
1120079000,37.558540073262016,127.05784911755862
1120053500,37.5667911884797,127.02956957718575
1120061500,37.5514283494851,127.01989216838311
1120064500,37.54196702492663,127.01617584085825
1121571000,37.54326503271272,127.07346000389443
1121573000,37.5530656223445,127.07368068297362
1121574000,37.56203731128587,127.07772220294807
1121575000,37.558908660708,127.08458705929758
1121576000,37.56785113505371,127.0819697212582
1121577000,37.5639116198993,127.0944478766971
1121578000,37.55065712069289,127.08164524209843
1121585000,37.54149037657382,127.08603243097853
1121586000,37.55100211106414,127.09444998874515
1121587000,37.535091907220824,127.09523600592688
1121581000,37.54828272399989,127.10487223586804
1121582000,37.53554343696756,127.08041538829822
1121583000,37.52933465970391,127.08325374040804
1121584000,37.531690226801025,127.07119815569638
1121584700,37.53389166779036,127.06376573295736
1123071000,37.59370048646408,127.05140703272058
1123072000,37.59187269146501,127.06247434945685
1123073000,37.586506021319586,127.0664358936946
1123070500,37.588940377352635,127.04511888431887
1123053600,37.575616275623844,127.03228624814804
1123054500,37.58367668451444,127.0372423944551
1123056000,37.57901150176779,127.05104792654905
1123057000,37.58072115378278,127.06114417512977
1123061000,37.57089187846597,127.06111366595565
1123065000,37.56623142188704,127.06858975637336
1123066000,37.57576011431993,127.07253845743823
1123074000,37.59722177774303,127.06029276689111
1123075000,37.60283340484064,127.06749214117914
1123060000,37.57094375326526,127.05169933623614
1126052000,37.589377909912706,127.07814374731966
1126054000,37.57347753146229,127.08647489232206
1126055000,37.58297244554695,127.07966562934573
1126057000,37.57729489626997,127.09269128728072
1126058000,37.60202523417186,127.08946835598861
1126059000,37.59424504369027,127.08389744446508
1126060000,37.60228723135659,127.08314915430066
1126061000,37.59872320299769,127.0752081249463
1126062000,37.613735879952216,127.0824503541598
1126063000,37.61037207183884,127.07466569006216
1126066000,37.5918077773628,127.10293953068029
1126068000,37.61280159850923,127.10450633691129
1126069000,37.61095042809924,127.09161642020871
1126056500,37.588340566651574,127.08953051817389
1126057500,37.5845965963784,127.09738108604493
1126065500,37.60198668682955,127.10753586855077
1129058000,37.59932700158073,127.02404151818234
1129059000,37.597275281024864,127.01162916052455
1129060000,37.5872516602136,127.02730890096402
1129061000,37.58260318551311,127.01921896366838
1129062000,37.60326158055636,127.01665287216439
1129063000,37.603793556971446,127.00811800996287
1129064000,37.61226279777772,126.99376557909196
1129065000,37.62351050097023,126.99518145320033
1129066000,37.60811212426313,127.01973530150835
1129068500,37.6079710485256,127.02723108073656
1129071500,37.60787813309346,127.03644788448199
1129072500,37.60329971550217,127.04519263373527
1129076000,37.61494422799139,127.04426477606873
1129077000,37.61222376332961,127.0517265955065
1129078000,37.618177869913296,127.05349469550411
1129052500,37.59586839379738,126.99615034792959
1129055500,37.586618740359185,127.01179554857671
1129057500,37.593735418895584,127.01842612834497
1129070500,37.597250020349705,127.03337444521188
1129081000,37.60826022039334,127.06133546013716
1130559500,37.637625983939046,127.03054498898071
1130560300,37.62951514829071,127.03479471862747
1130560800,37.623782302615375,127.04233585012612
1130561500,37.629926873647264,127.0088387711963
1130562500,37.64540178768693,127.01950376392823
1130563500,37.64045505232515,127.02354610462677
1130553400,37.62379260810934,127.01468415406094
1130553500,37.628699947472,127.02629268698658
1130554500,37.617704762283616,127.032921879794
1130555500,37.61822142602135,127.02487144499145
1130557500,37.61712721823348,127.01683070503516
1130564500,37.66035121022474,127.00032208490698
1130566000,37.63764087063204,127.00396275157671
1132066000,37.65302534511754,127.01951209281293
1132067000,37.657061962505644,127.03700172983874
1132068000,37.64768716655894,127.03058627110553
1132068100,37.655550534372665,127.0304076607453
1132069000,37.66503306900417,127.04351703005764
1132070000,37.66914506062498,127.03226023454845
1132071000,37.66279612078367,127.02346957646074
1132051100,37.64713517118234,127.04356424081315
1132051200,37.642626320843746,127.03682483292485
1132051300,37.6373603182466,127.04162743636863
1132051400,37.652577306604044,127.05092668341851
1132051500,37.65535972087761,127.0427662996503
1132052100,37.685083826141934,127.02679460104902
1132052200,37.68118745959964,127.04779200819591
1135056000,37.62180514046006,127.0586036904584
1135057000,37.63407472349915,127.05120655938931
1135058000,37.62465514713896,127.06489219888931
1135060000,37.631613360375134,127.09422736445127
1135061100,37.63861773611471,127.0748086783269
1135061200,37.63483892015397,127.06482296658498
1135061900,37.648136377496556,127.0857614973292
1135062100,37.65001707465196,127.07350088683413
1135062400,37.65884705833327,127.08224198038953
1135063000,37.68326801156675,127.06533200481375
1135064000,37.65648816396047,127.0672655068443
1135067000,37.66322067919338,127.06959884075711
1135070000,37.6662900843451,127.05365102586518
1135071000,37.668070081287155,127.06249593795033
1135072000,37.65964373452626,127.05839841495461
1135066500,37.67514500452735,127.08326655139258
1135069500,37.64874967656902,127.06009200270277
1135062500,37.64334415465068,127.06588783268215
1135059500,37.624118838908146,127.07277032111776
1138051000,37.60541508935126,126.93504960102507
1138052000,37.61731256647252,126.93927126856559
1138055100,37.625352475126704,126.91488720643912
1138055200,37.61828355775906,126.91212363560003
1138056000,37.61106358555779,126.90764659545891
1138057000,37.6122797996179,126.92309512610922
1138058000,37.598255410137625,126.92690014304371
1138059000,37.59188515262325,126.92302428494047
1138063100,37.59899371706475,126.90884300729498
1138063200,37.592891239014975,126.90628558301859
1138064000,37.58378114835009,126.90581086531259
1138065000,37.58577058942105,126.8949010657593
1138069000,37.63927885415161,126.94051756013496
1138053000,37.62437292769713,126.92865032589414
1138060000,37.588653544402845,126.91774532708659
1138062500,37.60456891694427,126.91452939708535
1141052000,37.57121441117629,126.95714073906339
1141062000,37.58154096791634,126.94520120353664
1141064000,37.59202281418223,126.95115996062741
1141065500,37.58454677729701,126.95252597837933
1141066000,37.59997956991402,126.94702720368505
1141068500,37.58699126497523,126.93217352504361
1141069000,37.57169444595809,126.91620137930167
1141070000,37.57762431792205,126.92133032211154
1141071000,37.575267707159355,126.90800329200002
1141072000,37.58100348705819,126.91350090508003
1141056500,37.56390866943614,126.95809818954923
1141055500,37.55924768319676,126.95551670644005
1141058500,37.563635462367216,126.94106253921618
1141061500,37.57200560894081,126.93273437559655
1144059000,37.5405886087192,126.9412699656241
1144060000,37.55212197102463,126.94140045837162
1144061000,37.54982486446992,126.94754685394052
1144063000,37.54362554370569,126.93364218630424
1144066000,37.55477199768775,126.92094444334813
1144068000,37.54687173267526,126.9088402369164
1144069000,37.552752638896905,126.90020602741978
1144070000,37.557120257425666,126.89567975524808
1144071000,37.56302991397877,126.92154485637884
1144072000,37.56198242419071,126.9118452800741
1144073000,37.56810583271198,126.90204279602841
1144074000,37.57179266130272,126.88086045586566
1144058500,37.53703990269131,126.94680693507975
1144065500,37.54594614197749,126.9251575835069
1144056500,37.54911921331176,126.95778535548953
1144055500,37.55192590006139,126.9528412428568
1147051000,37.52744438007081,126.87509871244488
1147052000,37.54359373658043,126.87409840335593
1147053000,37.54520031143307,126.8654122672759
1147054000,37.535436603244236,126.86689590562003
1147056000,37.53126553631341,126.83453223327845
1147057000,37.52339744501261,126.84633033742878
1147058000,37.53236053021063,126.82746743159976
1147059000,37.52224909537781,126.83982073977124
1147060000,37.54004480609065,126.82989846312533
1147061000,37.51597384614643,126.84212990674705
1147061100,37.520662902514474,126.83233741303637
1147062000,37.51887732448863,126.85963445866706
1147063000,37.518952875490555,126.87517708549831
1147064000,37.5117824212474,126.83939683967473
1147067000,37.51591073800225,126.86964376469612
1147068000,37.51011624775504,126.86468337959825
1147055000,37.536311310206315,126.88102724865183
1147065000,37.52540927485465,126.8575706192296
1150051000,37.553211650689775,126.87543167517644
1150052000,37.555856298715504,126.85963341377256
1150053000,37.54573534525193,126.86002532751435
1150053500,37.56105485528554,126.84633881107818
1150059000,37.542573741576334,126.84816192725314
1150055000,37.53227841434791,126.85436823029364
1150056000,37.54405574565444,126.8342728132745
1150057000,37.53609812591582,126.8585757308915
1150059100,37.5517218749842,126.85116597717331
1150059300,37.53422061828766,126.84863346855585
1150060300,37.57310051528286,126.83434754092903
1150060400,37.56865695331331,126.8540071542142
1150060500,37.56268226956189,126.86229671654492
1150061100,37.55044720938513,126.82557633868298
1150062000,37.55649079858327,126.79495704860334
1150063000,37.5686427352669,126.81755071498883
1150064000,37.583802905264804,126.80450617108296
1150064100,37.58158440672098,126.8155338460844
