region_code,region_name,lat,lon
0402,Hilversum,52.22287277019729,5.168669579577914
0405,Hoorn,52.656366595905205,5.070063699087321
0406,Huizen,52.29286485681179,5.234642808653456
0415,Landsmeer,52.45109286657691,4.923617686609498
0416,Langedijk,52.69040270286518,4.788405733891528
0417,Laren (NH.),52.24733863318306,5.217051190446831
0420,Medemblik,52.720304291987404,5.099047543565461
0431,Oostzaan,52.45030114223203,4.875971293812884
0432,Opmeer,52.71464667457469,4.953283051603803
0437,Ouder-Amstel,52.289454839901275,4.912481905904555
0439,Purmerend,52.54292181723932,4.930908306587812
0441,Schagen,52.78441864701272,4.748370627008477
0448,Texel,53.079922960310256,4.807004093486601
0450,Uitgeest,52.52412363787939,4.7282671883210705
0451,Uithoorn,52.236424044454075,4.7893934338489546
0453,Velsen,52.449380171829496,4.630453197722059
0457,Weesp,52.301890775076615,5.058359197124625
0473,Zandvoort,52.35815664365272,4.543380955222109
0479,Zaanstad,52.463363750360365,4.774278250212617
0482,Alblasserdam,51.86442232797895,4.6648375522504475
0484,Alphen aan den Rijn,52.114516115563774,4.640114841678306
0489,Barendrecht,51.850427852569766,4.525582919122251
0498,Drechterland,52.66353497977498,5.165131590838426
0501,Brielle,51.88948930082508,4.18401594166166
0502,Capelle aan den IJssel,51.93519151642147,4.579177064359409
0503,Delft,51.99714222259268,4.363871698087361
0505,Dordrecht,51.781527424313005,4.707895225167506
0512,Gorinchem,51.839047694381286,4.976109543803111
0513,Gouda,52.014111072254565,4.706935070958554
0518,'s-Gravenhage,52.06913536216229,4.300191763184181
0523,Hardinxveld-Giessendam,51.83193248985261,4.85313203684661
0530,Hellevoetsluis,51.841080783312336,4.150145711592615
0531,Hendrik-Ido-Ambacht,51.84238769953034,4.638391103511553
0532,Stede Broec,52.70117374142773,5.227756303371073
0534,Hillegom,52.29672936176893,4.577569404509118
0537,Katwijk,52.19027234527569,4.4232556074234965
0542,Krimpen aan den IJssel,51.913991989555306,4.598055425363706
0545,Leerdam,51.90436213950841,5.087328903442146
0546,Leiden,52.15499913355043,4.484738711417865
0547,Leiderdorp,52.158330467751455,4.539579729028736
0553,Lisse,52.2551321247559,4.545789754926412
0556,Maassluis,51.92381415689174,4.2501562591293585
0569,Nieuwkoop,52.17152330516474,4.779604488784222
0575,Noordwijk,52.270602388060745,4.484898437993201
0576,Noordwijkerhout,52.271409339193056,4.505790427786607
0579,Oegstgeest,52.18675287874248,4.472823415224334
0584,Oud-Beijerland,51.80974602520996,4.413611644903631
0585,Binnenmaas,51.79441265150731,4.53771010101395
0588,Korendijk,51.774768956596496,4.331356953879821
0589,Oudewater,52.02681664837861,4.8639154866792405
0590,Papendrecht,51.83308116814522,4.704254559013699
0597,Ridderkerk,51.86926725920047,4.594624121649396
0599,Rotterdam,51.92648336015805,4.3035473871931
0603,Rijswijk (ZH.),52.03589323120479,4.326182600650995
0606,Schiedam,51.927929427854885,4.385719082395981
0610,Sliedrecht,51.83087510011065,4.772153654112295
0611,Cromstrijen,51.74509529574837,4.450120345193343
0613,Albrandswaard,51.851802718581055,4.436867048060271
0614,Westvoorne,51.895427489557356,4.091517189933242
0617,Strijen,51.74253303799995,4.546613535971457
0620,Vianen,51.968932350722845,5.110916783884749
0622,Vlaardingen,51.917207851506745,4.3293595654044
0626,Voorschoten,52.12494134215938,4.440573623502463
0627,Waddinxveen,52.04315942124604,4.64074565724089
0629,Wassenaar,52.138223210622435,4.373830128681328
0632,Woerden,52.10760451055011,4.90012570861711
0637,Zoetermeer,52.061051372077,4.489273163504477
0638,Zoeterwoude,52.11556465150802,4.513046794005251
0642,Zwijndrecht,51.821892001822555,4.607111782009855
0654,Borsele,51.44502874857107,3.813866508644443
0664,Goes,51.51502591381601,3.8444093574629417
0668,West Maas en Waal,51.852313780836894,5.498158634908662
0677,Hulst,51.322474107080055,4.069344207431403
0678,Kapelle,51.48444393307976,3.9674493487552116
0687,Middelburg (Z.),51.50220458924272,3.6473223129315673
0689,Giessenlanden,51.87311619313208,4.931871949912029
0703,Reimerswaal,51.4371484289871,4.138808798386526
0707,Zederik,51.93205042992346,5.012088903374028
0715,Terneuzen,51.28746302352865,3.846885888320685
0716,Tholen,51.57357268420071,4.134718504194456
0717,Veere,51.53801697575953,3.555370523216452
0718,Vlissingen,51.460362914360594,3.6155206160645115
0733,Lingewaal,51.848513566794246,5.093049133166516
0736,De Ronde Venen,52.22600674301234,4.918165645941332
0737,Tytsjerksteradiel,53.19917944978562,5.9635270127570115
