StageID	TripID	DayID	IndividualID	HouseholdID	PSUID	VehicleID	IndTicketID	PersNo	TravDay	JourSeq	StageSeq	StageDistance	StageDistance_B01ID	StageTime	StageTime_B01ID	StageMode_B03ID	StageMode_B04ID	StageMode_B11ID	StageShortWalk_B01ID	NumBoardings	NumBoardings_B01ID	NumParty	NumParty_B01ID	NumPartyChild	NumPartyChild_B01ID	NumPartyAdult	NumPartyAdult_B01ID	StageVehicle	StageVehicle_B01ID	StageOccupant_B01ID	TicketNumber	TicketType_B01ID	StageFareCost	StageFareCost_B01ID	ShortWalkDay_B01ID	StagePassCost	StagePassCost_B01ID	StageCost	StageCost_B01ID	StageMain_B01ID	SSXSC	STTXSC	SD	WhereParked_B01ID	SurveyYear
500115	600113	700036	800007	2016004999	2016000514			2	2	2	1	23.0	7	90	8	3	2	3	2		-9	1	1		-9		-9		-9	-9	-9	-9		-9	1		-9		-9	1	1	90	23.0	-10	2016
500111	600109	700035	800007	2016004999	2016000514	2016006273		2	1	2	1	0.7	1	3	2	5	3	5	2		-9	1	1		-9		-9	2	2	1	-9	-9		-9	2		-9		-9	1	1	3	0.7	-10	2016
500085	600084	700029	800006	2016004999	2016000514	2016006272		1	2	5	1	3.1	4	8	3	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	8	3.1	-10	2016
500048	600048	700020	800004	2010002833	2010000217	2010003460		2	3	2	1	4.0	4	12	3	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500049	600049	700021	800004	2010002833	2010000217	2010003460		2	4	1	1	4.0	4	12	3	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500140	600134	700042	800008	2024002100	2024000309	2024002738		1	3	2	1	0.75	1	6	2	7	4	6	2		-9	2	2		-9		-9	1	1	4	-9	-9		-9	1		-9		-9	1	1	6	0.75	-10	2024
500008	600008	700004	800001	2003001535	2003000111		2003000912	1	4	2	1	9.0	5	35	5	22	10	16	2	1	1	1	1		-9		-9		-9	-9	1	10	0.0	1	-10	1.64	10	1.64	10	1	1	35	9.0	-9	2003
500042	600042	700018	800004	2010002833	2010000217	2010003460		2	1	1	1	4.0	4	12	3	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500006	600006	700003	800001	2003001535	2003000111		2003000912	1	3	2	1	9.0	5	35	5	22	10	16	2	1	1	1	1		-9		-9		-9	-9	1	10	0.0	1	-10	1.64	10	1.64	10	1	1	35	9.0	-9	2003
500077	600076	700028	800006	2016004999	2016000514	2016006272		1	1	11	1	0.7	1	2	1	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	2		-9		-9	1	1	2	0.7	-10	2016
500056	600056	700023	800004	2010002833	2010000217	2010003460		2	7	3	1	3.0	4	20	4	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	20	3.0	-10	2010
500047	600047	700020	800004	2010002833	2010000217	2010003460		2	3	1	1	4.0	4	12	3	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500026	600026	700011	800002	2005004016	2005000292	2005004704		1	5	2	1	7.0	5	20	4	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	20	7.0	1	2005
500076	600075	700028	800006	2016004999	2016000514	2016006272		1	1	10	1	0.7	1	2	1	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	2		-9		-9	1	1	2	0.7	-10	2016
500019	600019	700009	800002	2005004016	2005000292			1	3	2	1	2.5	3	10	3	8	4	6	2		-9	2	2		-9		-9		89	2	-9	-9		-9	-10		-9		-9	1	1	10	2.5	-9	2005
500016	600016	700008	800002	2005004016	2005000292			1	2	1	1	7.0	5	32	5	19	8	13	2	1	1	1	1		-9		-9		-9	-9	-9	1	0.4	6	-10	0.0	1	0.4	6	1	1	32	7.0	-9	2005
500065	600065	700027	800005	2011000714	2011000058			1	7	2	1	2.0	3	45	6	2	1	2	2		-9	1	1		-9		-9		-9	-9	-9	-9		-9	-10		-9		-9	1	1	45	2.0	-10	2011
500100	600098	700032	800006	2016004999	2016000514	2016006272		1	5	8	1	6.2	5	14	3	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	14	6.2	-10	2016
500033	600033	700014	800003	2010002833	2010000217	2010003460		1	2	1	1	4.0	4	12	3	7	4	6	2		-9	2	2		-9		-9	1	1	4	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500060	600060	700025	800005	2011000714	2011000058			1	5	1	1	1.0	2	30	5	2	1	2	2		-9	1	1		-9		-9		-9	-9	-9	-9		-9	-10		-9		-9	1	1	30	1.0	-10	2011
500094	600092	700032	800006	2016004999	2016000514	2016006272		1	5	2	1	0.7	1	6	2	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	6	0.7	-10	2016
500131	600129	700040	800008	2024002100	2024000309	2024002738		1	1	1	1	1.0	2	6	2	7	4	6	2		-9	2	2		-9		-9	1	1	4	-9	-9		-9	2		-9		-9	1	1	6	1.0	-10	2024
500133	600131	700041	800008	2024002100	2024000309	2024002738		1	2	1	1	2.5	3	15	4	7	4	6	2		-9	2	2		-9		-9	1	1	4	-9	-9		-9	1		-9		-9	2	1	15	2.5	-10	2024
500028	600028	700012	800002	2005004016	2005000292		2005002517	1	6	2	1	7.0	5	30	5	19	8	13	2	1	1	1	1		-9		-9		-9	-9	1	15	0.0	1	-10	0.0	1	0.0	1	1	1	30	7.0	-9	2005
500129	600127	700039	800007	2016004999	2016000514			2	7	5	1	7.0	5	30	5	3	2	3	2		-9	1	1		-9		-9		-9	-9	-9	-9		-9	1		-9		-9	1	1	30	7.0	-10	2016
500123	600121	700038	800007	2016004999	2016000514	2016006273		2	5	4	1	0.7	1	4	2	5	3	5	2		-9	4	4		-9		-9	2	2	1	-9	-9		-9	1		-9		-9	1	1	4	0.7	-10	2016
500024	600024	700010	800002	2005004016	2005000292	2005004704		1	4	2	1	6.0	5	17	4	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	17	6.0	1	2005
500072	600071	700028	800006	2016004999	2016000514			1	1	6	1	0.21	1	8	3	1	1	1	1		-9	1	1		-9		-9		-9	-9	-9	-9		-9	2		-9		-9	1	7	56	1.47	-10	2016
500152	600146	700047	800009	2024002100	2024000309	2024002738		2	7	2	1	11.0	6	19	4	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	19	11.0	-10	2024
500025	600025	700011	800002	2005004016	2005000292	2005004704		1	5	1	1	7.0	5	21	4	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	21	7.0	6	2005
500086	600085	700030	800006	2016004999	2016000514	2016006272		1	3	1	1	7.3	5	15	4	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	15	7.3	-10	2016
500149	600143	700046	800009	2024002100	2024000309	2024002738		2	3	1	1	0.75	1	6	2	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	1		-9		-9	1	1	6	0.75	-10	2024
500013	600013	700007	800002	2005004016	2005000292	2005004704		1	1	1	1	7.0	5	20	4	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	20	7.0	6	2005
500015	600015	700007	800002	2005004016	2005000292	2005004704		1	1	3	1	2.0	3	10	3	5	3	5	2		-9	1	1		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	10	2.0	1	2005
500020	600020	700009	800002	2005004016	2005000292			1	3	3	1	2.5	3	7	2	8	4	6	2		-9	2	2		-9		-9		89	2	-9	-9		-9	-10		-9		-9	1	1	7	2.5	-9	2005
500135	600131	700041	800008	2024002100	2024000309			1	2	1	3	1.0	2	30	5	2	1	2	2		-9	2	2		-9		-9		-9	-9	-9	-9		-9	1		-9		-9	2	1	30	1.0	-10	2024
500046	600046	700019	800004	2010002833	2010000217	2010003460		2	2	3	1	4.0	4	12	3	5	3	5	2		-9	2	2		-9		-9	1	1	1	-9	-9		-9	-10		-9		-9	1	1	12	4.0	-10	2010
500030	600030	700013	800002	2005004016	2005000292		2005002517	1	7	2	1	7.0	5	25	4	19	8	13	2	1	1	1	1		-9		-9		-9	-9	1	15	0.0	1	-10	0.0	1	0.0	1	1	1	25	7.0	-9	2005
