TripID	DayID	IndividualID	HouseholdID	PSUID	PersNo	TravDay	JourSeq	HowComp_B01ID	SeriesCall_B01ID	ShortWalkTrip_B01ID	NumStages	NumStages_B01ID	MainMode_B03ID	MainMode_B04ID	MainMode_B11ID	TripPurpFrom_B01ID	TripPurpTo_B01ID	TripPurpose_B01ID	TripPurpose_B02ID	TripPurpose_B04ID	TripStartHours	TripStartMinutes	TripStart	TripStart_B01ID	TripStart_B02ID	TripEndHours	TripEndMinutes	TripEnd	TripEnd_B01ID	TripEnd_B02ID	TripDisIncSW	TripDisIncSW_B01ID	TripDisExSW	TripDisExSW_B01ID	TripTotalTime	TripTotalTime_B01ID	TripTravTime	TripTravTime_B01ID	TripOrigGOR_B02ID	TripDestGOR_B02ID	JJXSC	JOTXSC	JTTXSC	JD	W5	W5xHH	SurveyYear
600081	700029	800006	900005	2016000514	1	2	2	2	2	2	1	1	5	3	5	12	13	14	11	7	13	25	805	14	26	13	32	812	14	27	3.8	4	3.8	4	7	2	7	2	2	2	1	7	7	3.8	0.82140930778046	1.0	2016
600124	700039	800007	900005	2016000514	2	7	2	2	2	2	1	1	7	4	6	5	5	6	5	4	14	21	861	15	28	14	26	866	15	28	0.5	1	0.5	1	5	2	5	2	2	2	1	5	5	0.5	1.04965208365666	1.27786728700814	2016
600133	700042	800008	900006	2024000309	1	3	1	2	2	2	1	1	7	4	6	23	4	5	5	4	11	53	713	12	23	11	59	719	12	23	0.75	1	0.75	1	6	2	6	2	5	5	1	6	6	0.75	0.71254458863114	1.09534728531238	2024
600085	700030	800006	900005	2016000514	1	3	1	2	2	2	1	1	5	3	5	23	10	10	8	7	12	25	745	13	24	12	40	760	13	25	7.3	5	7.3	5	15	4	15	4	2	2	1	15	15	7.3	0.83267055969922	1.01370967167293	2016
600100	700033	800006	900005	2016000514	1	6	2	2	2	2	1	1	5	3	5	22	13	14	11	7	18	55	1135	19	41	19	5	1145	20	42	5.0	5	5.0	5	10	3	10	3	2	2	1	10	10	5.0	0.83291037526829	1.01400162790815	2016
600066	700028	800006	900005	2016000514	1	1	1	2	2	2	1	1	5	3	5	23	8	9	7	6	10	40	640	11	21	10	57	657	11	21	10.6	6	10.6	6	17	4	17	4	2	2	1	17	17	10.6	0.82140930778046	1.0	2016
600136	700043	800008	900006	2024000309	1	7	2	2	2	2	1	1	7	4	6	5	23	6	5	4	12	23	743	13	24	12	42	762	13	25	11.0	6	11.0	6	19	4	19	4	5	5	1	19	19	11.0	0.83461512851471	1.28299818690011	2024
600074	700028	800006	900005	2016000514	1	1	9	2	2	2	1	1	5	3	5	5	23	6	5	4	16	18	978	17	32	16	21	981	17	32	0.7	1	0.7	1	3	2	3	2	2	2	1	3	3	0.7	0.82140930778046	1.0	2016
600049	700021	800004	900003	2010000217	2	4	1	2	2	2	1	1	5	3	5	14	23	15	12	7	17	30	1050	18	37	17	45	1065	18	38	4.0	4	4.0	4	15	4	12	3	8	8	1	15	12	4.0	0.77522155810472	1.0	2010
600131	700041	800008	900006	2024000309	1	2	1	2	2	2	3	3	23	11	17	23	15	16	13	7	10	20	620	11	20	11	35	695	12	23	16.5	7	16.5	7	75	7	75	7	5	5	1	75	75	16.5	0.73851379517175	1.1352680149619	2024
600064	700027	800005	900004	2011000058	1	7	1	2	2	2	1	1	2	1	2	23	9	11	9	7	11	30	690	12	23	12	15	735	13	24	2.0	3	2.0	3	45	6	45	6	8	8	1	45	45	2.0	4.22808603052732	1.11335525036301	2011
600057	700023	800004	900003	2010000217	2	7	4	2	2	2	1	1	5	3	5	6	23	7	7	6	14	40	880	15	29	15	0	900	16	30	3.0	4	3.0	4	20	4	20	4	8	8	1	20	20	3.0	0.85267576783883	1.09991235270014	2010
600143	700046	800009	900006	2024000309	2	3	1	2	2	2	1	1	5	3	5	23	4	5	5	4	11	53	713	12	23	11	59	719	12	23	0.75	1	0.75	1	6	2	6	2	5	5	1	6	6	0.75	0.71254458863114	1.09534728531238	2024
600110	700035	800007	900005	2016000514	2	1	3	2	2	2	1	1	5	3	5	23	8	9	7	6	14	35	875	15	29	14	38	878	15	29	0.7	1	0.7	1	3	2	3	2	2	2	1	3	3	0.7	0.82140930778046	1.0	2016
600097	700032	800006	900005	2016000514	1	5	7	2	2	2	1	1	5	3	5	17	13	14	11	7	17	11	1031	18	35	17	19	1039	18	36	2.3	3	2.3	3	8	3	8	3	2	2	1	8	8	2.3	0.84282367630119	1.02607027740968	2016
600051	700022	800004	900003	2010000217	2	6	1	2	2	2	1	1	5	3	5	14	23	15	12	7	9	30	570	10	19	9	50	590	10	19	4.0	4	4.0	4	20	4	12	3	8	8	1	20	12	4.0	0.77522155810472	1.0	2010
600135	700043	800008	900006	2024000309	1	7	1	2	2	2	1	1	7	4	6	23	5	6	5	4	11	8	668	12	22	11	23	683	12	22	11.0	6	11.0	6	15	4	15	4	5	5	1	15	15	11.0	0.83461512851471	1.28299818690011	2024
600067	700028	800006	900005	2016000514	1	1	2	2	2	2	1	1	5	3	5	8	23	9	7	6	12	30	750	13	25	12	48	768	13	25	10.1	6	10.1	6	18	4	17	4	2	2	1	18	17	10.1	0.82140930778046	1.0	2016
600001	700001	800001	900001	2003000111	1	1	1	2	2	2	1	1	22	10	16	23	1	1	1	1	7	30	450	8	11	8	0	480	9	13	9.0	5	9.0	5	30	5	25	4	7	7	1	30	25	9.0	1.41917061805725	1.0	2003
600116	700037	800007	900005	2016000514	2	3	3	2	2	2	1	1	5	3	5	8	11	12	9	7	14	26	866	15	28	14	33	873	15	29	0.8	1	0.8	1	7	2	7	2	2	2	1	7	7	0.8	0.83267055969922	1.01370967167293	2016
600125	700039	800007	900005	2016000514	2	7	3	2	2	2	1	1	7	4	6	5	10	10	8	7	15	15	915	16	30	15	49	949	16	31	10.3	6	10.3	6	34	5	34	5	2	2	1	34	34	10.3	0.89837274935743	1.09369682184992	2016
600039	700016	800003	900003	2010000217	1	4	2	2	2	2	1	1	7	4	6	23	14	15	12	7	19	0	1140	20	42	19	15	1155	20	42	4.0	4	4.0	4	15	4	12	3	8	8	1	15	12	4.0	0.77522155810472	1.0	2010
600005	700003	800001	900001	2003000111	1	3	1	2	2	2	1	1	22	10	16	23	1	1	1	1	7	30	450	8	11	8	5	485	9	13	9.0	5	9.0	5	35	5	30	5	7	7	1	35	30	9.0	1.45157206058502	1.02283125236353	2003
600063	700026	800005	900004	2011000058	1	6	2	2	2	2	1	1	2	1	2	4	23	5	5	4	10	30	630	11	21	11	5	665	12	22	1.0	2	1.0	2	35	5	35	5	8	8	1	35	35	1.0	4.5198459064294	1.1901825399062	2011
600114	700037	800007	900005	2016000514	2	3	1	2	2	2	1	1	7	4	6	23	10	10	8	7	12	25	745	13	24	12	40	760	13	25	7.3	5	7.3	5	15	4	15	4	2	2	1	15	15	7.3	0.83267055969922	1.01370967167293	2016
600043	700018	800004	900003	2010000217	2	1	2	2	2	2	1	1	5	3	5	4	23	5	5	4	17	0	1020	18	35	17	15	1035	18	36	4.0	4	4.0	4	15	4	15	4	8	8	1	15	15	4.0	0.77522155810472	1.0	2010
600111	700035	800007	900005	2016000514	2	1	4	2	2	2	1	1	5	3	5	8	23	9	7	6	19	30	1170	20	43	19	33	1173	20	43	0.7	1	0.7	1	3	2	3	2	2	2	1	3	3	0.7	0.82140930778046	1.0	2016
600013	700007	800002	900002	2005000292	1	1	1	2	2	2	1	1	5	3	5	23	1	1	1	1	7	15	435	8	10	7	35	455	8	11	7.0	5	7.0	5	20	4	20	4	11	11	1	20	20	7.0	0.89656347036362	1.0	2005
600020	700009	800002	900002	2005000292	1	3	3	2	2	2	1	1	8	4	6	23	5	6	5	4	13	0	780	14	26	13	7	787	14	26	2.5	3	2.5	3	7	2	7	2	11	11	1	7	7	2.5	0.98489010334015	1.09851687682603	2005
600076	700028	800006	900005	2016000514	1	1	11	2	2	2	1	1	5	3	5	8	23	9	7	6	18	6	1086	19	39	18	8	1088	19	39	0.7	1	0.7	1	2	1	2	1	2	2	1	2	2	0.7	0.82140930778046	1.0	2016
600062	700026	800005	900004	2011000058	1	6	1	2	2	2	1	1	2	1	2	23	4	5	5	4	9	0	540	10	17	9	30	570	10	19	1.0	2	1.0	2	30	5	30	5	8	8	1	30	30	1.0	4.5198459064294	1.1901825399062	2011
600112	700036	800007	900005	2016000514	2	2	1	2	2	2	1	1	3	2	3	23	15	16	13	7	12	30	750	13	25	14	15	855	15	28	23.0	7	23.0	7	105	8	105	8	2	2	1	105	105	23.0	0.82140930778046	1.0	2016
600032	700013	800002	900002	2005000292	1	7	4	2	2	2	1	1	2	1	2	15	23	17	14	8	20	22	1222	21	44	20	45	1245	21	45	1.0	2	1.0	2	23	4	23	4	11	11	1	23	23	1.0	0.89656347036362	1.0	2005
600036	700015	800003	900003	2010000217	1	3	1	2	2	2	1	1	7	4	6	14	23	15	12	7	17	0	1020	18	35	17	20	1040	18	36	4.0	4	4.0	4	20	4	12	3	8	8	1	20	12	4.0	0.77522155810472	1.0	2010
600025	700011	800002	900002	2005000292	1	5	1	2	2	2	1	1	5	3	5	23	1	1	1	1	7	11	431	8	9	7	32	452	8	11	7.0	5	7.0	5	21	4	21	4	11	11	1	21	21	7.0	0.9607612490654	1.07160427657815	2005
600109	700035	800007	900005	2016000514	2	1	2	2	2	2	1	1	5	3	5	8	23	9	7	6	13	45	825	14	27	13	48	828	14	27	0.7	1	0.7	1	3	2	3	2	2	2	1	3	3	0.7	0.82140930778046	1.0	2016
600140	700045	800009	900006	2024000309	2	2	2	2	2	2	1	1	5	3	5	22	23	23	6	5	10	35	635	11	21	10	50	650	11	21	2.5	3	2.5	3	15	4	15	4	5	5	1	15	15	2.5	0.650519335909	1.0	2024
600059	700024	800005	900004	2011000058	1	3	2	2	2	2	1	1	2	1	2	10	23	10	8	7	11	15	675	12	22	11	45	705	12	23	1.0	2	1.0	2	30	5	30	5	8	8	1	30	30	1.0	3.79760730382218	1.0	2011
600019	700009	800002	900002	2005000292	1	3	2	2	2	2	1	1	8	4	6	15	23	16	13	7	12	0	720	13	24	12	10	730	13	24	2.5	3	2.5	3	10	3	10	3	11	11	1	10	10	2.5	0.89656347036362	1.0	2005
600122	700038	800007	900005	2016000514	2	5	5	2	2	2	1	1	5	3	5	8	23	9	7	6	15	37	937	16	31	15	40	940	16	31	0.7	1	0.7	1	3	2	3	2	2	2	1	3	3	0.7	0.89700263890067	1.09202882217693	2016
600006	700003	800001	900001	2003000111	1	3	2	2	2	2	1	1	22	10	16	1	23	1	1	1	17	0	1020	18	35	17	45	1065	18	38	9.0	5	9.0	5	45	6	35	5	7	7	1	45	35	9.0	1.45157206058502	1.02283125236353	2003
600118	700038	800007	900005	2016000514	2	5	1	2	2	2	1	1	7	4	6	23	4	5	5	4	10	10	610	11	20	10	15	615	11	20	1.0	2	1.0	2	5	2	5	2	2	2	1	5	5	1.0	0.99003089269358	1.20528326537808	2016
600056	700023	800004	900003	2010000217	2	7	3	2	2	2	1	1	5	3	5	23	6	7	7	6	14	10	850	15	28	14	30	870	15	29	3.0	4	3.0	4	20	4	20	4	8	8	1	20	20	3.0	0.85267576783883	1.09991235270014	2010
600082	700029	800006	900005	2016000514	1	2	3	2	2	2	1	1	5	3	5	13	10	10	8	7	14	6	846	15	28	14	10	850	15	28	1.4	2	1.4	2	4	2	4	2	2	2	1	4	4	1.4	0.82140930778046	1.0	2016
600084	700029	800006	900005	2016000514	1	2	5	2	2	2	1	1	5	3	5	8	23	9	7	6	16	52	1012	17	34	17	0	1020	18	35	3.1	4	3.1	4	8	3	8	3	2	2	1	8	8	3.1	0.87313087419151	1.06296686185699	2016
600099	700033	800006	900005	2016000514	1	6	1	2	2	2	1	1	5	3	5	23	22	23	6	5	18	45	1125	19	41	18	55	1135	19	41	5.1	5	5.1	5	10	3	10	3	2	2	1	10	10	5.1	0.91275655001364	1.11120794635261	2016
600086	700030	800006	900005	2016000514	1	3	2	2	2	2	1	1	5	3	5	10	8	9	7	6	12	41	761	13	25	12	43	763	13	25	0.25	1	0.25	1	2	1	2	1	2	2	1	2	2	0.25	0.8536031478694	1.03919342011833	2016
600041	700017	800003	900003	2010000217	1	7	2	2	2	2	1	1	7	4	6	6	23	7	7	6	14	40	880	15	29	15	0	900	16	30	3.0	4	3.0	4	20	4	20	4	8	8	1	20	20	3.0	0.85267576783883	1.09991235270014	2010
600117	700037	800007	900005	2016000514	2	3	4	2	2	2	1	1	7	4	6	11	23	12	9	7	21	40	1300	22	47	21	52	1312	22	47	6.2	5	6.2	5	12	3	12	3	2	2	1	12	12	6.2	0.83267055969922	1.01370967167293	2016
600029	700013	800002	900002	2005000292	1	7	1	2	2	2	1	1	19	8	13	23	1	1	1	1	7	20	440	8	10	7	53	473	8	12	7.0	5	7.0	5	33	5	33	5	11	11	1	33	33	7.0	0.98508137464523	1.09873021510202	2005
600142	700045	800009	900006	2024000309	2	2	4	2	2	2	1	1	5	3	5	22	23	23	6	5	16	5	965	17	32	16	20	980	17	32	2.5	3	2.5	3	15	4	15	4	5	5	1	15	15	2.5	0.650519335909	1.0	2024
600091	700032	800006	900005	2016000514	1	5	1	2	2	2	1	1	5	3	5	23	4	5	5	4	10	10	610	11	20	10	15	615	11	20	1.0	2	1.0	2	5	2	5	2	2	2	1	5	5	1.0	0.99003089269358	1.20528326537808	2016
600146	700047	800009	900006	2024000309	2	7	2	2	2	2	1	1	5	3	5	5	23	6	5	4	12	23	743	13	24	12	42	762	13	25	11.0	6	11.0	6	19	4	19	4	5	5	1	19	19	11.0	0.83461512851471	1.28299818690011	2024
600024	700010	800002	900002	2005000292	1	4	2	2	2	2	1	1	5	3	5	4	23	5	5	4	10	20	620	11	20	10	37	637	11	21	6.0	5	6.0	5	17	4	17	4	11	11	1	17	17	6.0	1.01449513435364	1.13153744033559	2005
600144	700046	800009	900006	2024000309	2	3	2	2	2	2	1	1	5	3	5	4	23	5	5	4	12	39	759	13	25	12	45	765	13	25	0.75	1	0.75	1	6	2	6	2	5	5	1	6	6	0.75	0.71254458863114	1.09534728531238	2024
600105	700034	800006	900005	2016000514	1	7	2	2	2	2	1	1	5	3	5	5	5	6	5	4	14	21	861	15	28	14	26	866	15	28	0.5	1	0.5	1	5	2	5	2	2	2	1	5	5	0.5	1.04965208365666	1.27786728700814	2016
600017	700008	800002	900002	2005000292	1	2	2	2	2	2	1	1	19	8	13	1	23	1	1	1	15	35	935	16	31	16	8	968	17	32	7.0	5	7.0	5	33	5	33	5	11	11	1	33	33	7.0	0.91338270902634	1.01875967426589	2005
