shid,spid,stid,ssid,sidp,sidn,syearid,spidno,stseqno,sseqno,shaboro,shiwt,spiwt,shiwtwkd,spiwtwkd,shiwtttwkd,spiwtttwkd,spiwtlul,smode,samode,semode,swalkdur,sbchs,sinttype,srdsht,srdshtp,srsdiffmode,sociox,socioxb,sosect,soaboro,sofarezn,soccz,sdciox,sdcioxb,sdsect,sdaboro,sdfarezn,sdccz,sodcioxba1,sodcioxba2,slenn,slen100m,sdur5,sspeed5,staxib
22225291,800012,222252910501,22225291050101,-1,-1,22,5,1,1,5,283.0818897189592,227.6158203411302,398.1291032828286,267.1375614964848,576.3296595732904,389.6940614961417,0,1,-1,-1,4,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.183,0.1,0,0,-1
22225291,800008,222252910106,22225291010601,-1,-1,22,1,6,1,5,283.0818897189592,395.914843881178,398.1291032828286,632.0034553199598,576.3296595732904,855.3429688560727,0,1,-1,-1,10,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.183,0.1,10,0,-1
22225291,800012,222252910502,22225291050201,-1,-1,22,5,2,1,5,283.0818897189592,227.6158203411302,398.1291032828286,267.1375614964848,576.3296595732904,389.6940614961417,0,1,-1,-1,10,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.183,0.1,10,0,-1
22225291,800010,222252910302,22225291030203,22225291030202,22225291030204,22,3,2,3,5,283.0818897189592,354.5993072272907,398.1291032828286,469.0113907839257,576.3296595732904,680.8984745766935,0,1,13,13,3,-1,2,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.149,0.1,0,0,-1
22225291,800011,222252910401,22225291040104,22225291040103,-1,22,4,1,4,5,283.0818897189592,320.9907490760419,398.1291032828286,420.276369406844,576.3296595732904,519.4651213500523,0,1,13,-1,2,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.115,0.1,0,0,-1
22225291,800011,222252910402,22225291040201,-1,22225291040202,22,4,2,1,5,283.0818897189592,320.9907490760419,398.1291032828286,420.276369406844,576.3296595732904,519.4651213500523,0,1,-1,13,2,-1,2,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.050000001,0.0,0,0,-1
22187041,800003,221870410302,22187041030201,-1,-1,22,3,2,1,3,636.8226380965693,664.2059026878923,0.0,0.0,0.0,0.0,0,1,-1,-1,16,-1,11,-1,-1,-1,2,2,3,3,0,0,2,2,3,3,0,0,2,8,0.0,0.0,15,0,-1
22225291,800009,222252910202,22225291020201,-1,22225291020202,22,2,2,1,5,283.0818897189592,280.8820776524207,398.1291032828286,384.6439495124753,576.3296595732904,534.171469225518,0,1,-1,13,1,-1,2,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.0,0.0,0,-2,-1
22225291,800009,222252910202,22225291020203,22225291020202,22225291020204,22,2,2,3,5,283.0818897189592,280.8820776524207,398.1291032828286,384.6439495124753,576.3296595732904,534.171469225518,0,1,13,17,1,-1,3,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.0,0.0,0,-2,-1
22225291,800009,222252910202,22225291020206,22225291020205,22225291020207,22,2,2,6,5,283.0818897189592,280.8820776524207,398.1291032828286,384.6439495124753,576.3296595732904,534.171469225518,0,1,17,19,1,-1,4,-1,-1,-1,2,2,3,6,0,0,2,2,3,6,0,0,2,8,0.0,0.0,0,-2,-1
22225291,800009,222252910203,22225291020304,22225291020303,22225291020305,22,2,3,4,5,283.0818897189592,280.8820776524207,398.1291032828286,384.6439495124753,576.3296595732904,534.171469225518,0,1,17,13,1,-1,2,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.0,0.0,0,-2,-1
22225291,800009,222252910203,22225291020306,22225291020305,-1,22,2,3,6,5,283.0818897189592,280.8820776524207,398.1291032828286,384.6439495124753,576.3296595732904,534.171469225518,0,1,13,-1,1,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.0,0.0,0,-2,-1
22225291,800010,222252910302,22225291030205,22225291030204,-1,22,3,2,5,5,283.0818897189592,354.5993072272907,398.1291032828286,469.0113907839257,576.3296595732904,680.8984745766935,0,1,13,-1,1,-1,11,-1,-1,-1,2,2,3,5,0,0,2,2,3,5,0,0,2,8,0.0,0.0,0,-2,-1
